GameID,Player,Minutes,Points,IsStarter,TotalRebounds,Assistances,Valuation,Plusminus
269,"MOTLEY, JOHNATHAN",24:35,9,1.0,6,2,14,4.0
269,"WILBEKIN, SCOTTIE",22:52,18,0.0,0,2,14,16.0
269,"SANLI, SERTAC",14:18,2,0.0,2,0,-3,10.0
269,"PAPAGIANNIS, GEORGIOS",01:07,0,0.0,0,0,0,0.0
269,"HAYES-DAVIS, NIGEL",31:01,12,1.0,5,3,26,5.0
269,"BIBEROVIC, TARIK",21:50,12,0.0,2,1,10,19.0
269,"NOUA, AMINE",09:50,2,0.0,3,0,4,6.0
269,"PIERRE, DYSHAWN",13:40,3,1.0,2,0,3,-5.0
269,"GUDURIC, MARKO",22:27,13,0.0,4,4,16,6.0
269,"DORSEY, TYLER",12:26,4,1.0,2,0,1,-1.0
269,"CALATHES, NICK",25:54,13,1.0,4,0,13,10.0
269,"MADAR, YAM",DNP,0,0.0,0,0,0,0.0
269,Team,,0,0.0,3,0,3,
269,Total,200:00,88,,33,12,101,
276,"MOTLEY, JOHNATHAN",21:51,13,1.0,4,0,16,-6.0
276,"WILBEKIN, SCOTTIE",27:51,15,0.0,4,4,12,10.0
276,"SANLI, SERTAC",06:02,6,0.0,2,0,8,1.0
276,"PAPAGIANNIS, GEORGIOS",06:38,0,0.0,1,0,-2,-3.0
276,"HAYES-DAVIS, NIGEL",25:51,10,1.0,1,0,4,-1.0
276,"BIBEROVIC, TARIK",26:48,13,0.0,4,1,12,-4.0
276,"NOUA, AMINE",06:28,0,1.0,2,0,1,-8.0
276,"GUDURIC, MARKO",26:16,8,0.0,5,6,19,2.0
276,"DORSEY, TYLER",17:42,9,1.0,2,0,7,12.0
276,"CALATHES, NICK",24:15,2,1.0,3,6,6,-10.0
276,"MADAR, YAM",DNP,0,0.0,0,0,0,0.0
276,"SESTINA, NATHAN",10:18,0,0.0,0,0,-3,2.0
276,Team,,0,0.0,0,0,-2,
276,Total,200:00,76,,28,17,78,
286,"MOTLEY, JOHNATHAN",13:55,18,0.0,5,0,29,17.0
286,"HAZER, SEHMUS",07:20,0,0.0,0,1,0,3.0
286,"WILBEKIN, SCOTTIE",20:40,2,0.0,2,6,10,19.0
286,"SANLI, SERTAC",13:20,7,1.0,0,1,5,7.0
286,"PAPAGIANNIS, GEORGIOS",12:45,1,0.0,3,1,1,11.0
286,"HAYES-DAVIS, NIGEL",29:56,50,1.0,2,0,46,39.0
286,"BIBEROVIC, TARIK",15:49,6,0.0,3,1,7,19.0
286,"PIERRE, DYSHAWN",17:16,6,1.0,4,1,8,11.0
286,"DORSEY, TYLER",15:53,7,1.0,1,3,9,15.0
286,"CALATHES, NICK",19:37,2,1.0,4,7,13,13.0
286,"MADAR, YAM",17:23,4,0.0,0,6,9,17.0
286,"SESTINA, NATHAN",16:06,0,0.0,0,0,-1,4.0
286,Team,,0,0.0,4,0,3,
286,Total,200:00,103,,28,27,139,
296,"MOTLEY, JOHNATHAN",16:15,10,0.0,4,1,14,-1.0
296,"WILBEKIN, SCOTTIE",28:43,17,0.0,1,3,12,6.0
296,"SANLI, SERTAC",06:46,0,1.0,1,0,0,-3.0
296,"PAPAGIANNIS, GEORGIOS",16:56,13,0.0,8,0,15,3.0
296,"HAYES-DAVIS, NIGEL",28:43,10,1.0,8,1,10,-10.0
296,"BIBEROVIC, TARIK",17:57,4,1.0,3,0,0,-4.0
296,"PIERRE, DYSHAWN",20:40,0,0.0,1,2,0,5.0
296,"GUDURIC, MARKO",19:23,15,0.0,2,2,15,0.0
296,"DORSEY, TYLER",08:54,0,1.0,0,0,-4,-6.0
296,"CALATHES, NICK",24:26,6,1.0,6,3,4,-8.0
296,"MADAR, YAM",DNP,0,0.0,0,0,0,0.0
296,"SESTINA, NATHAN",11:17,5,0.0,0,0,2,8.0
296,Team,,0,0.0,4,0,3,
296,Total,200:00,80,,38,12,71,
305,"WILBEKIN, SCOTTIE",25:29,12,0.0,4,1,10,-17.0
305,"SANLI, SERTAC",22:51,11,1.0,3,1,10,5.0
305,"PAPAGIANNIS, GEORGIOS",21:18,3,0.0,2,0,3,-10.0
305,"HAYES-DAVIS, NIGEL",31:02,21,1.0,3,2,17,5.0
305,"BIBEROVIC, TARIK",16:51,7,0.0,0,0,1,-5.0
305,"NOUA, AMINE",13:58,0,0.0,2,0,-2,-8.0
305,"PIERRE, DYSHAWN",19:47,4,1.0,4,1,9,3.0
305,"GUDURIC, MARKO",17:31,9,0.0,4,0,7,0.0
305,"DORSEY, TYLER",18:12,10,1.0,4,1,10,13.0
305,"CALATHES, NICK",30:04,2,1.0,8,7,8,0.0
305,"MADAR, YAM",07:12,2,0.0,0,1,3,-2.0
305,"SESTINA, NATHAN",00:45,0,0.0,0,0,0,1.0
305,Team,,0,0.0,4,0,3,
305,Total,225:00,81,,38,14,79,
312,"WILBEKIN, SCOTTIE",12:39,7,0.0,0,0,6,-4.0
312,"SANLI, SERTAC",06:53,6,1.0,1,0,5,-6.0
312,"PAPAGIANNIS, GEORGIOS",08:10,4,0.0,3,0,5,-6.0
312,"HAYES-DAVIS, NIGEL",39:13,19,1.0,7,1,23,5.0
312,"BIBEROVIC, TARIK",14:29,2,1.0,1,0,-2,-8.0
312,"NOUA, AMINE",04:16,0,0.0,1,1,0,-3.0
312,"PIERRE, DYSHAWN",10:50,0,0.0,0,2,0,-3.0
312,"GUDURIC, MARKO",29:25,11,0.0,3,5,18,21.0
312,"DORSEY, TYLER",31:02,13,1.0,7,5,15,6.0
312,"CALATHES, NICK",32:14,17,1.0,4,3,16,2.0
312,"MADAR, YAM",04:36,0,0.0,1,0,-5,-2.0
312,"SESTINA, NATHAN",31:13,16,0.0,6,0,16,18.0
312,Team,,0,0.0,7,0,3,
312,Total,225:00,95,,41,17,100,
316,"WILBEKIN, SCOTTIE",25:07,23,0.0,1,3,16,-1.0
316,"SANLI, SERTAC",03:46,0,1.0,2,0,-1,-6.0
316,"PAPAGIANNIS, GEORGIOS",25:00,6,0.0,6,5,14,0.0
316,"HAYES-DAVIS, NIGEL",29:09,10,1.0,6,1,16,-5.0
316,"BIBEROVIC, TARIK",10:18,2,1.0,0,0,-5,5.0
316,"NOUA, AMINE",DNP,0,0.0,0,0,0,0.0
316,"PIERRE, DYSHAWN",15:08,8,0.0,0,0,7,1.0
316,"GUDURIC, MARKO",19:11,5,0.0,1,1,3,4.0
316,"DORSEY, TYLER",27:11,25,1.0,1,0,20,-16.0
316,"CALATHES, NICK",24:36,7,1.0,4,7,13,-5.0
316,"MADAR, YAM",DNP,0,0.0,0,0,0,0.0
316,"SESTINA, NATHAN",20:34,2,0.0,3,1,2,-2.0
316,Team,,0,0.0,1,0,1,
316,Total,200:00,88,,25,18,86,
320,"WILBEKIN, SCOTTIE",23:02,11,0.0,3,4,13,1.0
320,"SANLI, SERTAC",03:35,1,0.0,2,0,3,-3.0
320,"PAPAGIANNIS, GEORGIOS",22:21,8,1.0,6,2,11,2.0
320,"HAYES-DAVIS, NIGEL",32:52,10,1.0,3,3,11,4.0
320,"BIBEROVIC, TARIK",19:58,14,0.0,4,1,15,15.0
320,"NOUA, AMINE",06:54,0,0.0,1,0,0,4.0
320,"PIERRE, DYSHAWN",17:34,8,1.0,2,1,11,5.0
320,"GUDURIC, MARKO",18:05,11,0.0,0,6,14,6.0
320,"DORSEY, TYLER",17:00,8,1.0,3,0,7,6.0
320,"CALATHES, NICK",27:41,13,1.0,4,5,18,4.0
320,"MADAR, YAM",DNP,0,0.0,0,0,0,0.0
320,"SESTINA, NATHAN",10:58,5,0.0,1,0,2,11.0
320,Team,,0,0.0,3,0,3,
320,Total,200:00,89,,32,22,108,
324,"WILBEKIN, SCOTTIE",25:54,11,0.0,2,4,12,-1.0
324,"SANLI, SERTAC",04:49,0,0.0,0,1,-1,2.0
324,"PAPAGIANNIS, GEORGIOS",32:32,10,1.0,11,1,20,2.0
324,"HAYES-DAVIS, NIGEL",33:11,10,1.0,4,1,4,-3.0
324,"BIBEROVIC, TARIK",24:30,3,0.0,8,0,1,-2.0
324,"NOUA, AMINE",DNP,0,0.0,0,0,0,0.0
324,"PIERRE, DYSHAWN",13:08,4,1.0,3,0,7,-3.0
324,"GUDURIC, MARKO",18:44,14,0.0,2,1,11,5.0
324,"DORSEY, TYLER",14:06,2,1.0,4,0,1,-2.0
324,"CALATHES, NICK",25:13,8,1.0,6,5,13,-8.0
324,"MADAR, YAM",DNP,0,0.0,0,0,0,0.0
324,"SESTINA, NATHAN",07:53,0,0.0,0,0,-2,-5.0
324,Team,,0,0.0,2,0,-1,
324,Total,200:00,62,,42,13,65,
328,"MOTLEY, JOHNATHAN",09:56,6,1.0,4,0,9,4.0
328,"WILBEKIN, SCOTTIE",34:46,14,1.0,4,2,13,9.0
328,"SANLI, SERTAC",04:28,0,0.0,0,1,3,0.0
328,"PAPAGIANNIS, GEORGIOS",23:43,6,0.0,2,1,7,-4.0
328,"HAYES-DAVIS, NIGEL",36:29,7,1.0,2,4,9,-6.0
328,"BIBEROVIC, TARIK",19:37,13,0.0,5,0,17,0.0
328,"PIERRE, DYSHAWN",12:13,2,1.0,1,1,2,2.0
328,"GUDURIC, MARKO",27:37,10,0.0,3,3,12,-3.0
328,"DORSEY, TYLER",03:34,0,0.0,0,0,-2,-6.0
328,"CALATHES, NICK",37:49,14,1.0,6,4,9,1.0
328,"MADAR, YAM",DNP,0,0.0,0,0,0,0.0
328,"SESTINA, NATHAN",14:48,8,0.0,1,1,7,8.0
328,Team,,0,0.0,4,0,3,
328,Total,225:00,80,,32,17,89,
331,"MOTLEY, JOHNATHAN",03:22,0,1.0,1,0,0,0.0
331,"WILBEKIN, SCOTTIE",23:57,2,1.0,2,2,-9,-24.0
331,"SANLI, SERTAC",21:13,7,0.0,2,1,8,-9.0
331,"PAPAGIANNIS, GEORGIOS",04:20,3,0.0,1,0,2,-2.0
331,"HAYES-DAVIS, NIGEL",31:37,14,1.0,4,2,18,-9.0
331,"BIBEROVIC, TARIK",18:26,4,0.0,2,2,2,6.0
331,"PIERRE, DYSHAWN",09:08,0,1.0,0,0,-4,1.0
331,"GUDURIC, MARKO",24:55,10,0.0,2,2,1,-16.0
331,"DORSEY, TYLER",09:52,2,0.0,1,1,2,-2.0
331,"CALATHES, NICK",33:42,5,1.0,9,4,13,-13.0
331,"MADAR, YAM",DNP,0,0.0,0,0,0,0.0
331,"SESTINA, NATHAN",19:28,10,0.0,2,0,6,-12.0
331,Team,,0,0.0,3,0,3,
331,Total,200:00,57,,29,14,42,
332,"MOTLEY, JOHNATHAN",15:14,7,0.0,3,2,7,-5.0
332,"HAZER, SEHMUS",03:42,0,0.0,0,0,-1,-8.0
332,"WILBEKIN, SCOTTIE",26:48,16,1.0,4,5,24,9.0
332,"SANLI, SERTAC",18:55,11,1.0,2,4,10,9.0
332,"PAPAGIANNIS, GEORGIOS",05:51,6,0.0,3,0,9,-7.0
332,"HAYES-DAVIS, NIGEL",24:31,3,1.0,2,3,5,7.0
332,"PIERRE, DYSHAWN",24:18,19,1.0,5,3,23,12.0
332,"GUDURIC, MARKO",15:09,6,0.0,1,1,4,-3.0
332,"DORSEY, TYLER",13:12,5,0.0,1,0,1,-12.0
332,"CALATHES, NICK",28:53,3,1.0,4,4,6,4.0
332,"MADAR, YAM",06:59,0,0.0,0,2,4,-6.0
332,"SESTINA, NATHAN",16:28,8,0.0,4,0,8,-15.0
332,Team,,0,0.0,1,0,1,
332,Total,200:00,84,,30,24,101,
